Unnamed: 0,Title,BillNumber,DocketNumber,GeneralCourtNumber,PrimarySponsor,Cosponsors,JointSponsor,BillHistory,LegislationTypeName,Pinslip,DocumentText,EmergencyPreamble,RollCalls,Attachments,CommitteeRecommendations,Amendments,List References
",,[],[],[],[],"[['18', '30A']]"
3333,An Act relative to vehicle recalls,H400,HD1240,193.0,"{'Id': 'TJW1', 'Name': 'Thomas P. Walsh', 'Type': 1, 'Details': 'http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TJW1', 'ResponseDate': '2023-01-18T12:01:52.937'}","[{'Id': 'TJW1', 'Name': 'Thomas P. Walsh', 'Type': 1, 'Details': 'http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TJW1', 'ResponseDate': '2023-01-18T12:01:52.9366667'}]",,http://malegislature.gov/api/GeneralCourts/193/Documents/H400/DocumentHistoryActions,Bill,"By Representative Walsh of Peabody, a petition (accompanied by bill, House, No. 400) of Thomas P. Walsh relative to vehicle recalls.  Consumer Protection and Professional Licensure.","	SECTION 1. Chapter 90 of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting, after Section 7A, the following new section:-
	Section 7A 1/2. (a) As used in this section, the following words shall, unless the context clearly requires otherwise, have the following meanings:-
	“Open safety recall”, means a safety related recall for which notification by a manufacturer has been provided under Title 49 of the United States Code, section 30119, that necessitates repairs or modifications to the vehicle be performed by an authorized dealer; provided, however, shall not apply to: (i) recalls related to defects or failures to comply with requirements relating to labeling or notifications in an owner’s manual; or (ii) recalls where the remedy is for the manufacturer to repurchase the vehicle or otherwise provide financial compensation to the vehicle owner.
	“Registration”, means the registration, renewal or transfer of registration of a motor vehicle.
	(b) The registry of motor vehicles shall, prior to issuing a motor vehicle registration or mailing a motor vehicle registration renewal notice, check information made available by the National Highway Traffic Safety Administration to determine whether the motor vehicle is subject to an open safety recall. For a vehicle that is subject to one or more open safety recalls, the Registrar shall provide the owner of the motor vehicle written notice of all open safety recalls applicable to the motor vehicle. The recall notice shall be provided at the time the vehicle is registered, except that for registration renewals, the recall notice shall be included in the registration renewal notice.
	The recall notice shall include: (i) a description of each open safety recall; (ii) a statement that each open safety recall may be repaired by a motor vehicle dealer approved by the manufacturer of the motor vehicle at no cost to the owner of the motor vehicle, except as provided in 49 U.S.C. section 30120; and (iii) a statement that, except as provided in subsection
	(e), the Registrar shall not issue a registration certificate for a motor vehicle until each open safety recall is repaired in compliance with the provisions of subsection (c).
	(c) Notwithstanding any provision of law to the contrary, after an owner of a motor vehicle receives notice that the motor vehicle is subject to one or more open safety recalls pursuant to subsection (b), the owner shall obtain the necessary repairs before the motor vehicle’s next registration renewal. The Registrar shall deny an application for registration renewal for any motor vehicle that has failed to receive repairs necessary to remedy an open safety recall within the time period established by this section.
	(d) The Registrar shall send a notice to consumers between 50 and 80 calendar days before the expiration of their registration listing open safety recalls that need to be remedied in order to reregister their vehicle.
	(e) The Registrar shall not deny the registration of a motor vehicle subject to an open safety recall if any of the following exemptions occurs:
	(i) the vehicle manufacturer has not made a remedy available;
	(ii) the necessary replacement parts are not readily available to the manufacturer’s state dealer network to remedy the recall;
	(iii) the vehicle requires repairs that are not covered by a recall in order to enable the application of the remedy;
	(iv) the customer has installed aftermarket modifications that prevent the application of the remedy; or
	(v) the Registrar determines that there were circumstances beyond the control of the owner or undue hardship that prevented the consumer from having the recall remedied.
	(f) Nothing in this section shall alter the liability of any manufacturer or motor vehicle franchise dealer under common law.
